Id,Randbucket,Buckets,EndYear,Rk,G,Date,Years,Days,Age,Tm,Home,Opp,Win,Diff,GS,MP,FG,FGA,FG_PCT,3P,3PA,3P_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
911,0.031234082,A2,1998,63,63,3/12/1998,35,23,35.06297057,CHI,0,DAL,0,-7,1,47,10,24,0.417,1,3,0.333,5,11,0.455,4,3,7,3,1,1,1,4,26,15.7
912,0.129215652,A2,1998,64,64,3/14/1998,35,25,35.06844627,CHI,0,SAS,1,10,1,42,12,22,0.545,0,0,,6,7,0.857,2,3,5,3,2,1,3,2,30,22.3
913,0.96818972,A1,1998,65,65,3/16/1998,35,27,35.07392197,CHI,1,NJN,1,16,1,33,6,15,0.4,0,1,0,5,8,0.625,2,5,7,1,1,0,4,1,17,7.9
914,0.529297997,A1,1998,66,66,3/17/1998,35,28,35.07665982,CHI,0,IND,1,6,1,42,14,28,0.5,1,3,0.333,6,9,0.667,1,3,4,2,1,0,2,1,35,21.4
915,0.32207135,A2,1998,67,67,3/20/1998,35,31,35.08487337,CHI,1,VAN,1,6,1,39,8,13,0.615,1,2,0.5,7,10,0.7,0,4,4,3,0,1,3,1,24,17.5
916,0.390806582,A2,1998,68,68,3/22/1998,35,33,35.09034908,CHI,0,TOR,1,2,1,41,13,28,0.464,0,2,0,7,7,1,0,4,4,3,5,3,2,3,33,25.8
917,0.241814884,A2,1998,69,69,3/23/1998,35,34,35.09308693,CHI,1,BOS,1,23,1,36,11,22,0.5,0,1,0,2,2,1,1,6,7,2,2,1,2,1,24,17.2
918,0.150950999,A2,1998,70,70,3/25/1998,35,36,35.09856263,CHI,0,ORL,1,15,1,38,8,21,0.381,1,3,0.333,0,1,0,2,5,7,8,5,0,0,2,17,17.8
919,0.321109758,A2,1998,71,71,3/27/1998,35,38,35.10403833,CHI,0,ATL,1,15,1,43,13,26,0.5,0,0,,8,12,0.667,1,4,5,4,0,1,2,3,34,21.6
920,0.558450644,A1,1998,72,72,3/29/1998,35,40,35.10951403,CHI,0,MIL,1,17,1,35,13,24,0.542,0,1,0,4,5,0.8,1,1,2,0,2,0,0,3,30,19.8
921,0.050370786,A2,1998,73,73,3/31/1998,35,42,35.11498973,CHI,1,DET,1,5,1,47,11,26,0.423,0,2,0,4,4,1,1,2,3,8,4,2,4,5,26,18.5
922,0.704207745,A1,1998,74,74,4/3/1998,35,45,35.12320329,CHI,1,MIN,1,14,1,38,16,25,0.64,2,6,0.333,7,8,0.875,3,3,6,4,1,0,0,1,41,35.9
923,0.391681004,A2,1998,75,75,4/5/1998,35,47,35.12867899,CHI,0,HOU,1,15,1,37,18,31,0.581,0,0,,4,4,1,2,2,4,3,3,0,2,3,40,29.4
924,0.365605241,A2,1998,76,76,4/7/1998,35,49,35.13415469,CHI,1,WAS,1,18,1,33,11,21,0.524,1,2,0.5,7,8,0.875,1,3,4,3,1,1,2,0,30,22.7
925,0.841993056,A1,1998,77,77,4/9/1998,35,51,35.13963039,CHI,0,CLE,0,-6,1,37,10,24,0.417,0,2,0,9,12,0.75,0,6,6,4,0,0,4,3,29,14.4
926,0.036106386,A2,1998,78,78,4/11/1998,35,53,35.14510609,CHI,1,ORL,1,9,1,35,15,25,0.6,3,5,0.6,4,10,0.4,1,3,4,2,4,0,0,2,37,29.3
927,0.826565973,A1,1998,79,79,4/13/1998,35,55,35.15058179,CHI,1,IND,0,-9,1,41,7,19,0.368,1,1,1,12,14,0.857,0,4,4,3,3,0,4,0,27,18
928,0.964375356,A1,1998,80,80,4/15/1998,35,57,35.15605749,CHI,0,DET,0,-8,1,43,7,25,0.28,0,3,0,5,10,0.5,4,2,6,4,1,0,2,4,19,5.9
929,0.753239251,A1,1998,81,81,4/17/1998,35,59,35.1615332,CHI,0,PHI,1,7,1,39,9,19,0.474,0,2,0,6,8,0.75,1,5,6,2,5,0,4,5,24,16.1
930,0.658688015,A1,1998,82,82,4/18/1998,35,60,35.16427105,CHI,1,NYK,1,2,1,40,11,24,0.458,0,0,,22,24,0.917,0,3,3,3,1,0,1,1,44,33.4
931,0.920414949,A1,2002,1,1,10/30/2001,38,255,38.69815195,WAS,0,NYK,0,-2,1,37,7,21,0.333,0,3,0,5,6,0.833,3,2,5,6,4,0,3,3,19,13.4
932,0.745520366,A1,2002,2,2,11/1/2001,38,257,38.70362765,WAS,0,ATL,1,10,1,40,13,30,0.433,0,3,0,5,6,0.833,0,6,6,6,2,0,1,2,31,21
933,0.432663274,A2,2002,3,3,11/3/2001,38,259,38.70910335,WAS,1,PHI,1,14,1,38,7,21,0.333,0,0,,6,9,0.667,2,4,6,9,2,1,2,1,20,16.1
934,0.348379246,A2,2002,4,4,11/4/2001,38,260,38.7118412,WAS,0,DET,0,-22,1,22,8,18,0.444,0,0,,3,3,1,0,8,8,2,1,0,1,1,19,13
935,0.085890749,A2,2002,5,5,11/7/2001,38,263,38.72005476,WAS,0,BOS,0,-9,1,41,12,26,0.462,0,1,0,8,10,0.8,2,6,8,2,2,0,5,2,32,18.6
936,0.143784095,A2,2002,6,6,11/9/2001,38,265,38.72553046,WAS,1,GSW,0,-9,1,38,13,30,0.433,0,1,0,6,8,0.75,0,3,3,3,3,0,3,3,32,17.2
937,0.73150347,A1,2002,7,7,11/11/2001,38,267,38.73100616,WAS,1,SEA,0,-15,1,39,5,26,0.192,0,1,0,6,6,1,3,9,12,4,1,2,1,4,16,7.2
938,0.3685898,A2,2002,8,8,11/14/2001,38,270,38.73921971,WAS,1,MIL,0,-9,1,41,12,24,0.5,0,1,0,7,8,0.875,1,3,4,3,2,1,3,3,31,20.8
939,0.584813509,A1,2002,9,9,11/16/2001,38,272,38.74469541,WAS,1,UTA,0,-9,1,41,17,33,0.515,1,2,0.5,9,11,0.818,3,4,7,3,1,0,0,0,44,33.3
940,0.573739017,A1,2002,10,10,11/20/2001,38,276,38.75564682,WAS,1,CHH,0,-7,1,41,13,23,0.565,1,2,0.5,3,4,0.75,0,4,4,6,2,0,5,4,30,19.5
941,0.277532185,A2,2002,11,11,11/22/2001,38,278,38.76112252,WAS,0,IND,0,-7,1,40,8,26,0.308,0,1,0,5,5,1,0,5,5,6,2,1,3,1,21,11
942,0.644530127,A1,2002,12,12,11/24/2001,38,280,38.76659822,WAS,1,BOS,1,4,1,45,7,24,0.292,0,1,0,3,3,1,1,10,11,6,1,0,2,3,17,8.7
943,0.510499459,A1,2002,13,13,11/27/2001,38,283,38.77481177,WAS,0,CLE,0,-19,1,31,9,24,0.375,0,0,,0,0,,1,3,4,5,1,0,0,2,18,10.1
944,0.271631176,A2,2002,14,14,11/28/2001,38,284,38.77754962,WAS,0,PHI,1,7,1,38,11,27,0.407,0,1,0,8,10,0.8,0,6,6,7,5,1,1,2,30,25.3
945,0.127228139,A2,2002,15,15,11/30/2001,38,286,38.78302533,WAS,0,MIA,1,9,1,38,10,20,0.5,0,1,0,2,3,0.667,1,6,7,5,0,0,2,2,22,14.8
946,0.5722302,A1,2002,16,16,12/1/2001,38,287,38.78576318,WAS,1,ORL,0,-9,1,33,6,19,0.316,0,0,,3,3,1,0,7,7,7,0,2,2,4,15,8.9
947,0.535819652,A1,2002,17,17,12/6/2001,38,292,38.79945243,WAS,0,HOU,1,3,1,33,9,23,0.391,0,0,,0,0,,0,6,6,7,0,0,4,2,18,7.4
948,0.880745258,A1,2002,18,18,12/8/2001,38,294,38.80492813,WAS,0,DAL,1,7,1,35,7,21,0.333,0,1,0,7,9,0.778,2,10,12,4,4,0,1,3,21,17.3
949,0.420442829,A2,2002,19,19,12/11/2001,38,297,38.81314168,WAS,0,MEM,1,10,1,31,8,19,0.421,0,1,0,0,0,,0,6,6,9,0,0,0,2,16,13.2
950,0.973669133,A1,2002,20,20,12/12/2001,38,298,38.81587953,WAS,1,MIA,1,2,1,34,9,23,0.391,0,1,0,7,11,0.636,0,6,6,7,1,1,1,0,25,18.3
951,0.449448941,A2,2002,21,21,12/14/2001,38,300,38.82135524,WAS,1,NYK,1,16,1,34,8,19,0.421,0,1,0,3,3,1,0,6,6,6,1,2,5,4,19,10.7
952,0.741634636,A1,2002,22,22,12/16/2001,38,302,38.82683094,WAS,0,TOR,1,5,1,36,8,21,0.381,0,0,,5,6,0.833,2,2,4,3,3,0,4,3,21,11
953,0.710631199,A1,2002,23,23,12/19/2001,38,305,38.83504449,WAS,1,ATL,1,27,1,27,11,19,0.579,0,1,0,1,1,1,1,3,4,6,1,1,2,2,23,18.8
954,0.707536093,A1,2002,24,24,12/21/2001,38,307,38.84052019,WAS,0,ORL,1,18,1,34,3,16,0.188,0,0,,6,6,1,3,3,6,8,1,0,3,1,12,8.2
955,0.756006772,A1,2002,25,25,12/22/2001,38,308,38.84325804,WAS,0,NYK,1,1,1,36,11,22,0.5,0,0,,4,7,0.571,0,1,1,3,1,0,4,2,26,12.4
956,0.624464716,A1,2002,26,26,12/26/2001,38,312,38.85420945,WAS,0,CHH,0,-6,1,35,11,28,0.393,1,2,0.5,5,6,0.833,1,3,4,7,1,0,3,4,28,15.3
957,0.522488383,A1,2002,27,27,12/27/2001,38,313,38.8569473,WAS,0,IND,0,-27,1,25,2,10,0.2,1,2,0.5,1,2,0.5,2,2,4,4,0,0,4,1,6,-0.2
958,0.07767398,A2,2002,28,28,12/29/2001,38,315,38.862423,WAS,1,CHH,1,17,1,38,21,38,0.553,0,2,0,9,10,0.9,2,5,7,4,3,0,4,3,51,35.9
959,0.218659324,A2,2002,29,29,12/31/2001,38,317,38.8678987,WAS,1,NJN,1,22,1,39,16,32,0.5,1,3,0.333,12,13,0.923,0,10,10,7,3,0,3,2,45,35.7
960,0.872741817,A1,2002,30,30,1/4/2002,38,321,38.8788501,WAS,1,CHI,1,6,1,38,9,24,0.375,0,2,0,11,13,0.846,0,7,7,3,2,2,5,4,29,16
961,0.649280743,A1,2002,31,31,1/8/2002,38,325,38.88980151,WAS,1,LAC,1,8,1,42,9,24,0.375,0,0,,0,1,0,2,8,10,8,1,0,4,1,18,10.4
962,0.388837665,A2,2002,32,32,1/11/2002,38,328,38.89801506,WAS,0,MIL,0,-19,1,33,10,24,0.417,0,0,,2,4,0.5,0,3,3,3,1,0,6,2,22,5.6
963,0.895117487,A1,2002,33,33,1/12/2002,38,329,38.90075291,WAS,1,MIN,0,-8,1,40,14,30,0.467,0,0,,7,7,1,0,6,6,4,1,1,5,2,35,20.1
964,0.506092367,A1,2002,34,34,1/15/2002,38,332,38.90896646,WAS,1,SAS,0,-5,1,40,5,21,0.238,0,0,,10,16,0.625,0,1,1,4,0,1,4,0,20,4.7
965,0.980332094,A1,2002,35,35,1/16/2002,38,333,38.91170431,WAS,0,NJN,0,-44,1,18,4,14,0.286,0,0,,2,2,1,0,2,2,1,1,1,1,1,10,3.4
966,0.497074978,A2,2002,36,36,1/19/2002,38,336,38.91991786,WAS,0,CHI,1,8,1,41,7,21,0.333,0,2,0,2,6,0.333,0,12,12,4,2,2,9,4,16,1.7
967,0.908382709,A1,2002,37,37,1/21/2002,38,338,38.92539357,WAS,0,MIN,0,-4,1,39,12,34,0.353,1,4,0.25,4,5,0.8,4,10,14,3,0,0,1,1,29,16.1
968,0.943415495,A1,2002,38,38,1/22/2002,38,339,38.92813142,WAS,1,PHI,0,-7,1,42,14,27,0.519,1,2,0.5,1,1,1,2,6,8,6,2,1,5,4,30,20.2
969,0.382989605,A2,2002,39,39,1/24/2002,38,341,38.93360712,WAS,1,CLE,1,9,1,40,18,29,0.621,0,0,,4,7,0.571,1,7,8,2,2,0,0,2,40,31.1
970,0.316702537,A2,2002,40,40,1/26/2002,38,343,38.93908282,WAS,1,PHO,1,10,1,40,17,30,0.567,0,0,,7,9,0.778,2,2,4,7,2,0,2,2,41,32.1
971,0.280252693,A2,2002,41,41,1/29/2002,38,346,38.94729637,WAS,1,DET,0,-3,1,42,13,30,0.433,0,0,,6,8,0.75,0,5,5,7,2,0,3,0,32,20.8
972,0.323019699,A2,2002,42,42,1/31/2002,38,348,38.95277207,WAS,0,CLE,1,1,1,40,11,27,0.407,0,1,0,4,4,1,1,4,5,8,1,0,4,0,26,16
973,0.130408827,A2,2002,43,43,2/1/2002,38,349,38.95550992,WAS,1,ATL,1,7,1,38,10,24,0.417,0,1,0,8,10,0.8,0,4,4,8,2,2,1,2,28,22.8
974,0.757813139,A1,2002,44,44,2/3/2002,38,351,38.96098563,WAS,1,IND,1,20,1,41,11,19,0.579,1,1,1,0,0,,1,4,5,6,0,0,0,2,23,19.4
975,0.322205085,A2,2002,45,45,2/5/2002,38,353,38.96646133,WAS,1,TOR,1,5,1,40,10,21,0.476,0,1,0,3,4,0.75,1,6,7,5,0,0,2,3,23,14.7
976,0.607585779,A1,2002,46,46,2/7/2002,38,355,38.97193703,WAS,1,SAC,1,7,1,41,12,30,0.4,0,1,0,1,1,1,2,4,6,9,1,0,1,2,25,16.9
977,0.059942675,A2,2002,47,47,2/12/2002,38,360,38.98562628,WAS,0,LAL,0,-9,1,41,8,20,0.4,0,0,,6,8,0.75,0,5,5,6,2,1,4,1,22,14.4
978,0.89168197,A1,2002,48,48,2/14/2002,38,362,38.99110198,WAS,0,SAC,0,-16,1,33,6,18,0.333,0,0,,4,6,0.667,0,1,1,4,1,0,3,0,16,6.1
979,0.353684554,A2,2002,49,49,2/15/2002,38,363,38.99383984,WAS,0,PHO,1,1,1,37,7,19,0.368,0,0,,8,9,0.889,0,6,6,4,2,2,5,2,22,13.3
980,0.228170385,A2,2002,50,50,2/18/2002,39,1,39.00273785,WAS,1,HOU,0,-13,1,36,5,12,0.417,0,1,0,1,2,0.5,1,5,6,11,0,0,2,2,11,11.3
981,0.384182269,A2,2002,51,51,2/21/2002,39,4,39.0109514,WAS,1,NJN,0,-11,1,37,7,17,0.412,0,1,0,2,2,1,0,5,5,6,3,0,4,2,16,10.8
982,0.987249593,A1,2002,52,52,2/23/2002,39,6,39.0164271,WAS,1,MIA,0,-2,1,37,13,25,0.52,1,1,1,10,12,0.833,1,4,5,7,0,0,4,3,37,25.5
983,0.5660691,A1,2002,53,53,2/24/2002,39,7,39.01916496,WAS,0,MIA,0,-12,1,30,4,13,0.308,1,2,0.5,0,1,0,0,5,5,6,3,0,6,2,9,3
984,0.795085935,A1,2002,54,54,3/20/2002,39,31,39.08487337,WAS,0,DEN,1,32,0,16,2,9,0.222,0,0,,3,3,1,0,1,1,2,2,0,2,0,7,3.2
985,0.102597358,A2,2002,55,55,3/21/2002,39,32,39.08761123,WAS,0,UTA,0,-15,0,22,4,12,0.333,0,0,,3,4,0.75,0,4,4,4,1,0,1,0,11,7.8
986,0.232159877,A2,2002,56,56,3/24/2002,39,35,39.09582478,WAS,0,TOR,0,-1,0,22,6,17,0.353,0,0,,2,2,1,0,3,3,2,2,0,3,4,14,4.2
987,0.414919462,A2,2002,57,57,3/26/2002,39,37,39.10130048,WAS,1,DEN,1,16,0,20,4,9,0.444,0,1,0,1,3,0.333,1,2,3,6,0,0,1,2,9,7.2
988,0.764339273,A1,2002,58,58,3/29/2002,39,40,39.10951403,WAS,1,MIL,1,9,0,26,12,22,0.545,0,0,,10,12,0.833,0,3,3,1,0,0,0,1,34,23.8
989,0.053451047,A2,2002,59,59,3/31/2002,39,42,39.11498973,WAS,1,DAL,0,-7,0,28,4,14,0.286,0,0,,2,2,1,1,2,3,5,1,1,2,1,10,5.9
990,0.32413359,A2,2002,60,60,4/2/2002,39,44,39.12046543,WAS,1,LAL,0,-20,0,12,1,5,0.2,0,0,,0,0,,0,3,3,3,0,0,0,1,2,1.5
991,0.899583455,A1,2003,1,1,10/30/2002,39,255,39.69815195,WAS,0,TOR,0,-6,0,25,4,14,0.286,0,0,,0,2,0,0,3,3,1,3,0,2,3,8,0.4
992,0.949845069,A1,2003,2,2,10/31/2002,39,256,39.7008898,WAS,1,BOS,1,45,0,21,8,15,0.533,0,0,,5,5,1,0,4,4,5,2,1,0,1,21,20.7
993,0.658971392,A1,2003,3,3,11/2/2002,39,258,39.7063655,WAS,1,NJN,0,-8,0,27,7,16,0.438,1,2,0.5,6,8,0.75,0,2,2,2,2,0,0,2,21,15
994,0.082636468,A2,2003,4,4,11/5/2002,39,261,39.71457906,WAS,0,MIN,0,-4,0,29,5,14,0.357,0,0,,0,0,,0,2,2,1,1,0,1,2,10,2.7
995,0.978924378,A1,2003,5,5,11/6/2002,39,262,39.71731691,WAS,1,CLE,1,7,0,24,2,6,0.333,0,1,0,2,3,0.667,1,2,3,4,3,0,1,3,6,7.1
996,0.665992823,A1,2003,6,6,11/8/2002,39,264,39.72279261,WAS,1,LAL,1,1,0,30,9,14,0.643,0,0,,7,12,0.583,0,3,3,3,2,0,2,4,25,18.2
997,0.821003337,A1,2003,7,7,11/9/2002,39,265,39.72553046,WAS,0,CLE,1,14,0,31,5,11,0.455,0,1,0,2,2,1,2,6,8,6,0,2,0,3,12,13.9
998,0.841017696,A1,2003,8,8,11/12/2002,39,268,39.73374401,WAS,1,SEA,0,-6,0,31,13,22,0.591,0,0,,1,2,0.5,1,5,6,4,1,1,4,1,27,18.7
999,0.577943239,A1,2003,9,9,11/14/2002,39,270,39.73921971,WAS,1,UTA,1,3,0,34,7,17,0.412,0,1,0,5,5,1,0,6,6,1,1,0,3,4,19,8.8
1000,0.685323493,A1,2003,10,10,11/16/2002,39,272,39.74469541,WAS,1,MIA,1,30,0,19,4,5,0.8,0,0,,0,0,,0,5,5,2,2,0,1,3,8,8.8
1001,0.309194766,A2,2003,11,11,11/17/2002,39,273,39.74743326,WAS,0,PHI,0,-16,0,28,9,16,0.563,1,2,0.5,0,0,,0,2,2,3,1,0,5,1,19,9.7
1002,0.859747486,A1,2003,12,12,11/22/2002,39,278,39.76112252,WAS,0,HOU,0,-7,0,30,4,15,0.267,0,0,,0,0,,0,2,2,1,0,0,1,2,8,-1.4
1003,0.819969433,A1,2003,13,13,11/23/2002,39,279,39.76386037,WAS,0,MEM,0,-11,0,32,9,18,0.5,0,0,,2,2,1,2,4,6,5,2,0,3,1,20,15.7
1004,0.05860117,A2,2003,14,14,11/26/2002,39,282,39.77207392,WAS,1,IND,0,-4,0,34,10,21,0.476,3,3,1,5,8,0.625,0,1,1,2,3,0,1,2,28,19
1005,0.618808882,A1,2003,15,15,11/29/2002,39,285,39.78028747,WAS,0,IND,0,-16,0,30,6,15,0.4,0,1,0,2,2,1,0,4,4,1,1,0,1,2,14,7
1006,0.680141303,A1,2003,16,16,11/30/2002,39,286,39.78302533,WAS,1,PHI,0,-1,1,37,8,20,0.4,0,2,0,0,0,,1,3,4,2,0,1,2,3,16,5.7
1007,0.643737496,A1,2003,17,17,12/3/2002,39,289,39.79123888,WAS,1,MIL,1,25,1,30,9,20,0.45,0,0,,7,8,0.875,0,7,7,4,0,0,1,1,25,17.7
1008,0.9892583,A1,2003,18,18,12/4/2002,39,290,39.79397673,WAS,0,DET,1,5,1,39,5,14,0.357,0,0,,11,16,0.688,2,7,9,4,6,2,3,2,21,21.1
1009,0.980137579,A1,2003,19,19,12/6/2002,39,292,39.79945243,WAS,0,ORL,0,-10,1,39,7,21,0.333,0,0,,2,2,1,1,5,6,0,0,0,3,3,16,2.1
1010,0.604532673,A1,2003,20,20,12/7/2002,39,293,39.80219028,WAS,1,NYK,1,3,1,37,9,18,0.5,0,1,0,2,4,0.5,0,9,9,2,3,0,2,3,20,14.1
1011,0.751931641,A1,2003,21,21,12/10/2002,39,296,39.81040383,WAS,1,POR,0,-19,1,29,6,10,0.6,0,0,,2,2,1,2,3,5,1,1,1,1,0,14,13.1
1012,0.692443882,A1,2003,22,22,12/13/2002,39,299,39.81861739,WAS,0,NJN,0,-14,1,40,5,20,0.25,0,0,,2,2,1,0,5,5,4,2,0,4,2,12,1.5
1013,0.861504516,A1,2003,23,23,12/15/2002,39,301,39.82409309,WAS,0,TOR,1,13,1,40,1,9,0.111,0,0,,0,0,,2,6,8,9,2,1,0,2,2,7.5
1014,0.929895389,A1,2003,24,24,12/17/2002,39,303,39.82956879,WAS,0,ATL,1,10,1,38,12,18,0.667,0,0,,6,6,1,0,3,3,2,0,0,1,3,30,22.3
1015,0.56251829,A1,2003,25,25,12/18/2002,39,304,39.83230664,WAS,1,MEM,1,18,1,35,14,23,0.609,2,3,0.667,3,3,1,0,5,5,2,3,0,3,0,33,25.4
1016,0.890716487,A1,2003,26,26,12/21/2002,39,307,39.84052019,WAS,0,SAS,0,-11,1,41,8,20,0.4,0,0,,0,0,,0,5,5,3,0,1,2,1,16,7.1
1017,0.333229666,A2,2003,27,27,12/23/2002,39,309,39.84599589,WAS,0,DAL,0,-6,1,36,5,15,0.333,1,1,1,2,2,1,0,7,7,8,0,2,3,3,13,9.4
1018,0.738952149,A1,2003,28,28,12/26/2002,39,312,39.85420945,WAS,1,DET,0,-5,1,41,7,17,0.412,0,1,0,3,4,0.75,1,3,4,1,0,2,4,4,17,5.6
1019,0.281059438,A2,2003,29,29,12/28/2002,39,314,39.85968515,WAS,1,ATL,1,8,1,35,4,10,0.4,0,1,0,2,2,1,1,3,4,5,1,1,0,2,10,10.6
1020,0.288317443,A2,2003,30,30,12/30/2002,39,316,39.86516085,WAS,0,ORL,0,-17,1,39,8,17,0.471,0,0,,5,5,1,0,8,8,9,3,0,4,4,21,18.4
1021,0.410934257,A2,2003,31,31,12/31/2002,39,317,39.8678987,WAS,1,SAS,1,2,1,35,7,15,0.467,1,1,1,2,2,1,1,6,7,3,1,0,2,1,17,12.5
1022,0.351160584,A2,2003,32,32,1/2/2003,39,319,39.8733744,WAS,0,CHI,1,25,1,30,4,11,0.364,0,2,0,2,2,1,1,4,5,5,2,0,3,1,10,7.9
1023,0.014829728,A2,2003,33,33,1/4/2003,39,321,39.8788501,WAS,1,IND,1,3,1,53,14,26,0.538,3,4,0.75,10,12,0.833,3,9,12,4,3,0,2,2,41,35.4
1024,0.631542979,A1,2003,34,34,1/6/2003,39,323,39.8843258,WAS,0,BOS,1,5,1,40,7,18,0.389,0,2,0,5,5,1,0,11,11,7,4,0,4,2,19,16.6
1025,0.689709695,A1,2003,35,35,1/8/2003,39,325,39.88980151,WAS,1,CHI,1,3,1,33,5,13,0.385,0,0,,4,5,0.8,0,10,10,7,1,0,2,4,14,11.8
1026,0.199089641,A2,2003,36,36,1/10/2003,39,327,39.89527721,WAS,1,GSW,0,-5,1,41,7,17,0.412,0,0,,0,0,,0,2,2,5,0,1,0,1,14,9.3
1027,0.157629222,A2,2003,37,37,1/11/2003,39,328,39.89801506,WAS,0,NYK,1,5,1,41,8,25,0.32,0,0,,7,9,0.778,5,5,10,3,1,0,2,2,23,13.2
1028,0.139850627,A2,2003,38,38,1/14/2003,39,331,39.90622861,WAS,1,TOR,0,-9,1,41,8,23,0.348,0,0,,6,6,1,2,3,5,4,3,2,2,1,22,16.2
1029,0.922525539,A1,2003,39,39,1/16/2003,39,333,39.91170431,WAS,1,ORL,1,15,1,39,12,25,0.48,0,1,0,8,10,0.8,1,5,6,8,2,0,1,3,32,26.1
1030,0.141157173,A2,2003,40,40,1/18/2003,39,335,39.91718001,WAS,1,PHI,0,-8,1,42,10,25,0.4,0,3,0,5,6,0.833,2,6,8,7,5,1,2,4,25,21.3
1031,0.441863605,A2,2003,41,41,1/20/2003,39,337,39.92265572,WAS,1,DEN,1,15,1,42,11,22,0.5,0,2,0,3,4,0.75,1,4,5,6,1,1,3,3,25,17.2
1032,0.890425092,A1,2003,42,42,1/22/2003,39,339,39.92813142,WAS,0,NOH,0,-9,1,38,9,21,0.429,0,0,,0,0,,0,4,4,3,3,0,2,1,18,10.8
1033,0.364428499,A2,2003,43,43,1/24/2003,39,341,39.93360712,WAS,0,CHI,0,-7,1,39,4,14,0.286,0,0,,3,4,0.75,2,3,5,3,1,1,1,2,11,6.7
1034,0.231257644,A2,2003,44,44,1/25/2003,39,342,39.93634497,WAS,1,MIN,0,-8,1,41,8,18,0.444,0,1,0,1,2,0.5,0,8,8,5,2,1,4,0,17,11.8
1035,0.320774469,A2,2003,45,45,1/27/2003,39,344,39.94182067,WAS,1,PHO,1,5,1,38,9,14,0.643,0,0,,1,2,0.5,0,7,7,1,2,0,5,1,19,11.8
1036,0.389215419,A2,2003,46,46,1/29/2003,39,346,39.94729637,WAS,0,NJN,0,-8,1,37,4,16,0.25,0,0,,0,0,,0,5,5,5,0,0,3,2,8,-0.4
1037,0.891169496,A1,2003,47,47,1/30/2003,39,347,39.95003422,WAS,0,MIL,0,-7,1,39,11,24,0.458,0,1,0,2,3,0.667,2,2,4,4,1,0,2,1,24,14.6
1038,0.631073687,A1,2003,48,48,2/1/2003,39,349,39.95550992,WAS,1,NOH,1,5,1,44,18,33,0.545,0,0,,9,10,0.9,1,2,3,6,1,1,2,5,45,31.9
1039,0.786499145,A1,2003,49,49,2/4/2003,39,352,39.96372348,WAS,1,CLE,1,9,1,43,13,26,0.5,0,0,,1,1,1,0,4,4,8,4,1,2,3,27,22.3
1040,0.572244817,A1,2003,50,50,2/11/2003,39,359,39.98288843,WAS,0,SAC,0,-19,1,31,5,19,0.263,0,0,,2,2,1,2,5,7,2,0,0,1,0,12,4
1041,0.662683829,A1,2003,51,51,2/12/2003,39,360,39.98562628,WAS,0,LAC,1,4,1,39,8,24,0.333,0,0,,7,9,0.778,2,4,6,12,2,1,2,6,23,17.9
1042,0.579316652,A1,2003,52,52,2/14/2003,39,362,39.99110198,WAS,0,UTA,0,-32,1,29,3,12,0.25,0,0,,5,5,1,1,1,2,3,0,0,2,0,11,4.9
1043,0.613861984,A1,2003,53,53,2/19/2003,40,2,40.0054757,WAS,0,NOH,0,-12,1,39,8,23,0.348,0,0,,4,6,0.667,3,3,6,2,0,2,3,0,20,9.1
1044,0.080473532,A2,2003,54,54,2/21/2003,40,4,40.0109514,WAS,1,NJN,1,3,1,43,18,30,0.6,0,0,,7,8,0.875,0,10,10,3,4,1,1,2,43,36.8
1045,0.283204372,A2,2003,55,55,2/23/2003,40,6,40.0164271,WAS,1,DAL,0,-5,1,52,14,26,0.538,0,0,,2,2,1,2,7,9,3,2,1,6,3,30,18.5
1046,0.4860871,A2,2003,56,56,2/25/2003,40,8,40.02190281,WAS,0,IND,1,5,1,41,11,25,0.44,0,0,,3,4,0.75,0,6,6,3,1,0,1,2,25,14.6
1047,0.831094539,A1,2003,57,57,2/27/2003,40,10,40.02737851,WAS,1,HOU,1,2,1,50,15,26,0.577,0,0,,5,7,0.714,0,11,11,6,0,0,3,3,35,25.3
1048,0.06615295,A2,2003,58,58,3/1/2003,40,12,40.03285421,WAS,1,CHI,1,8,1,43,7,18,0.389,0,2,0,3,4,0.75,0,8,8,8,0,0,2,2,17,12
1049,0.630858823,A1,2003,59,59,3/2/2003,40,13,40.03559206,WAS,0,MIA,0,-10,1,39,9,27,0.333,0,1,0,3,3,1,1,7,8,2,1,3,0,2,21,12.2
1050,0.734531794,A1,2003,60,60,3/4/2003,40,15,40.04106776,WAS,1,TOR,0,-3,1,15,2,5,0.4,0,0,,0,0,,1,2,3,2,0,0,3,1,4,0.6
1051,0.841153165,A1,2003,61,61,3/5/2003,40,16,40.04380561,WAS,1,LAC,1,19,1,24,4,14,0.286,0,0,,2,2,1,3,6,9,0,0,0,1,2,10,3.9
1052,0.312135611,A2,2003,62,62,3/7/2003,40,18,40.04928131,WAS,1,MIL,0,-3,1,43,11,24,0.458,0,1,0,5,6,0.833,0,9,9,3,2,0,1,2,27,19.2
1053,0.475532188,A2,2003,63,63,3/9/2003,40,20,40.05475702,WAS,0,NYK,0,-1,1,43,13,22,0.591,0,0,,13,15,0.867,1,7,8,1,1,0,3,3,39,28.3
